Title,URL,Abstract,Study type,Single arm/treatment Exclusion,Protocol only,Observational study,Treatment,Comparator 1,Comparator 2,Comparator 3,Population,Primary outcome,
variants disrupting SETD1A, RBM12 or NRXN1 have a large effect on risk. Other
rare, damaging variants are enriched in genes that are loss of function
intolerant and/or whose products localise to the synapse. These and particular
copy number variants can result in increased risk of schizophrenia but also of
other neurodevelopmental disorders. The findings for C4 and NRXN1 may be
especially helpful for elucidating the biological mechanisms that can lead to
disease.",N,,,,,,,,,,

Schizotypal personality traits and social cognition are associated with childhood trauma exposure.,/pubmed/29923348,"OBJECTIVES: Childhood trauma is a common risk factor for adult psychiatric
disorders, such as schizophrenia (SZ) and bipolar-I disorder (BD). However, its
association with schizotypal personality traits, as well as cognitive and social 
cognitive abilities, is less well studied in these populations.
METHODS: In a cohort of 79 SZ cases, 84 BD cases, and 75 healthy controls (HCs), 
clinically significant levels of childhood trauma exposure (according to scores
on the Childhood Trauma Questionnaire; CTQ) were evident in 54 SZ, 55 BD, and 26 
HC individuals. Trauma-exposed and non-exposed groups were compared on
schizotypal personality features (schizotypy) measured with the Schizotypal
Personality Questionnaire (SPQ). Cognitive assessments included executive
function, working memory, attention, and immediate and delayed memory. Social
cognitive measures assessed facial emotion processing and theory-of-mind
abilities.
RESULTS: Trauma-exposed participants showed higher levels of schizotypy,
especially suspiciousness, relative to non-exposed individuals, regardless of
clinical or HC status. Furthermore, trauma-exposed individuals showed deficits
specifically in social cognitive, but not general cognitive abilities, regardless
of clinical or HC status. These trauma-related results were found in the context 
of higher schizotypy levels in both SZ and BD relative to HC, and lower cognitive
and social cognitive performance in SZ, relative to BD and HC groups.
CONCLUSIONS: These findings suggest that childhood trauma exposure impacts
long-term schizotypy outcomes, especially paranoid ideation (suspiciousness), as 
well as complex social cognitive abilities in both healthy and psychotic
populations. However, cognitive deficits associated with psychotic illness may
not be distinguishable from those related to trauma exposure in previous studies.
PRACTITIONER POINTS: Findings Childhood trauma exposure is associated with
increased schizotypal features (in particular paranoid ideation) and complex
social cognitive abilities, independently of the diagnosis of psychotic disorder.
Cognitive and social cognitive deficits were larger in schizophrenia compared to 
bipolar-I cases and healthy controls, but increased schizotypal features were
observed in both schizophrenia and bipolar-I disorder relative to healthy
controls. Limitations We were unable to distinguish the specific effects of
particular childhood trauma exposures due to the high rate of exposure to more
than one type of maltreatment. Retrospective assessment of childhood trauma in
adulthood cannot be externally validated, and associations with behavioural
traits in later life may be confounded by other factors not studied here.",N,,,,,,,,,,

Cannabinoids for Treatment of MS Symptoms: State of the Evidence.,/pubmed/29923025,"PURPOSE OF REVIEW: Cannabis and cannabinoids have been used medically and
recreationally for thousands of years and recently there has been a growing body 
of research in this area. With increased access now that medical marijuana is
available in many jurisdictions, patients and providers want to know more about
the evidence for benefits and risks of cannabinoid use. This paper provides an
overview of the available cannabinoid-based formulations, a summary of the
highest quality evidence for the use of cannabinoids for treating spasticity and 
pain associated with multiple sclerosis (MS), and a discussion of possible dosing
regimens based on information from these studies.
RECENT FINDINGS: Two recent high-quality systematic reviews concluded that the
only strong evidence for medical marijuana in neurological disorders was for
reducing the symptoms of patient-reported spasticity and central pain in MS and
that the only complementary and alternative medicine (CAM) intervention in MS
with strong supportive evidence was cannabinoids. Based on this review, they
concluded that nabiximols (Sativex oral spray), oral cannabis extract (OCE), and 
synthetic tetrahydrocannabinol (THC) are probably effective at reducing
patient-reported symptoms of spasticity in people with MS, but OCE and synthetic 
THC were not found to be effective for reducing physician-administered measures
of spasticity. In addition, nabiximols, OCE, and synthetic THC are probably
effective at reducing MS-related pain. Cannabinoids were generally
well-tolerated. However, cannabis use has been associated with an increased risk 
of psychosis and schizophrenia in at-risk individuals, there is growing evidence 
that cannabis can increase the risk for cardiovascular diseases, including
myocardial infarction (MI), hypertension, heart failure, and stroke, and a
recently recognized adverse effect of cannabis is cannabinoid hyperemesis
syndrome. The medical use of cannabinoids remains controversial. While
cannabinoids have been studied for a variety of neurologic disorders, there is
strongest evidence to indicate benefits in treatment of spasticity and
neuropathic pain in multiple sclerosis. Although the best dose for an individual 
remains uncertain, most participants in the studies discussed in this paper used 
between 20 and 40Êmg of THC a day in divided doses. Adverse events in studies
were generally more common in the groups using cannabinoid products but serious
adverse events were rare and cannabis products were generally well-tolerated.
Cannabis use does appear to be associated with increased risk of certain adverse 
events, including psychosis, cardiovascular diseases, and cannabinoid hyperemesis
syndrome.",N,,,,,,,,,,

Neurocognitive Functioning in Patients with 22q11.2 Deletion Syndrome: A Meta-Analytic Review.,/pubmed/29922984,"The 22q11.2 deletion syndrome (22q11.2DS) is a known risk factor for development 
of schizophrenia and is characterized by a complex neuropsychological profile. To
date, a quantitative meta-analysis examining cognitive functioning in 22q11.2DS
has not been conducted. A systematic review of cross-sectional studies comparing 
neuropsychological performance of individuals with 22q11.2DS with age-matched
healthy typically developing and sibling comparison subjects was carried out.
Potential moderators were analyzed. Analyses included 43 articles (282 effects)
that met inclusion criteria. Very large and heterogeneous effects were seen for
global cognition (dÊ=Ê-Ê1.21) and in specific neuropsychological domains
(intellectual functioning, achievement, and executive function; d rangeÊ=Ê-Ê0.51 
to -Ê2.43). Moderator analysis revealed a significant role for type of healthy
comparison group used (typically developing or siblings), demographics (age, sex)
and clinical factors (externalizing behavior). Results revealed significant
differences between pediatric and adult samples, with isolated analysis within
the pediatric sample yielding large effects in several neuropsychological domains
(intellectual functioning, achievement, visual memory; d rangeÊ=Ê-Ê0.56
toÊ-Ê2.50). Large cognitive deficits in intellectual functioning and specific
neuropsychological variables in individuals with 22q11.2DS represent a robust
finding, but these deficits are influenced by several factors, including type of 
comparison group utilized, age, sex, and clinical status. These findings
highlight the clinical relevance of characterizing cognitive functioning in
22q11.2DS and the importance of considering demographic and clinical moderators
in future analyses.",N,,,,,,,,,,

Neural Correlates for Intrinsic Motivational Deficits of Schizophrenia; Implications for Therapeutics of Cognitive Impairment.,/pubmed/29922185,"The ultimate goal of the treatment of schizophrenia is recovery, a notion related
to improvement of cognitive and social functioning. Cognitive remediation
therapies (CRT), one of the most effective cognition enhancing methods, have been
shown to moderately improve social functioning. For this purpose, intrinsic
motivation, related to internal values such as interest and enjoyment, has been
shown to play a key role. Although the impairment of intrinsic motivation is one 
of the characteristics of schizophrenia, its neural mechanisms remain unclear.
This is related to the lack of feasible measures of intrinsic motivation, and its
response to treatment. According to the self-determination theory (SDT), not only
intrinsic motivation, but extrinsic motivation has been reported to enhance
learning and memory in healthy subjects to some extent. This finding suggests the
contribution of different types of motivation to potentiate the ability of the
CRT to treat cognitive impairment of schizophrenia. In this paper, we provide a
review of psychological characteristics, assessment methods, and neural
correlates of intrinsic motivation in healthy subjects and patients with
schizophrenia. Particularly, we focus on neuroimaging studies of intrinsic
motivation, including our own. These considerations are relevant to enhancement
of functional outcomes of schizophrenia.",N,,,,,,,,,,

Sex Differences in Psychiatric Disease: A Focus on the Glutamate System.,/pubmed/29922129,"Alterations in glutamate, the primary excitatory neurotransmitter in the brain,
are implicated in several psychiatric diseases. Many of these psychiatric
diseases display epidemiological sex differences, with either males or females
exhibiting different symptoms or disease prevalence. However, little work has
considered the interaction of disrupted glutamatergic transmission and sex on
disease states. This review describes the clinical and preclinical evidence for
these sex differences with a focus on two conditions that are more prevalent in
women: Alzheimer's disease and major depressive disorder, and three conditions
that are more prevalent in men: schizophrenia, autism spectrum disorder, and
attention deficit hyperactivity disorder. These studies reveal sex differences at
multiple levels in the glutamate system including metabolic markers, receptor
levels, genetic interactions, and therapeutic responses to glutamatergic drugs.
Our survey of the current literature revealed a considerable need for more
evaluations of sex differences in future studies examining the role of the
glutamate system in psychiatric disease. Gaining a more thorough understanding of
how sex differences in the glutamate system contribute to psychiatric disease
could provide novel avenues for the development of sex-specific
pharmacotherapies.",N,,,,,,,,,,

A systematic literature review of the clinical and health economic burden of schizophrenia in privately insured patients in the United States.,/pubmed/29922078,"Purpose: The aim of this study was to conduct a systematic literature review on
the burden of schizophrenia in privately insured US patients.
Materials and methods: A systematic literature review of English language
peer-reviewed journal articles of observational studies published from 2006 to
2016 was conducted using EMBASE/MEDLINE databases. Abstracts covering substantial
numbers of patients with schizophrenia or schizoaffective disorder (i.e., N ³
100) were included for full-text review. Articles that did not clearly specify
private insurance types were excluded.
Results: A total of 25 studies were reviewed; 10 included only privately insured 
patients; and 15 included a mix of different types of insurance. The review of
the clinical burden of schizophrenia revealed the following: compared to patients
with no mental disorders, those with schizophrenia had significantly increased
odds of systemic disorders and both alcohol and substance abuse. Antipsychotic
(AP) adherence was low, ranging from 31.5% to 68.7%. The medication possession
ratio for AP adherence ranged from 0.22 to 0.73. The review of the health
economic burden of schizophrenia revealed the following: patients with a recent
(vs. chronic) diagnosis of schizophrenia had significantly higher frequencies of 
emergency department visits and hospitalizations and greater length of stay (LOS)
and total annual per-capita costs. Mean all-cause hospitalizations and LOS
decreased significantly after (vs. before) initiating long-acting injectable APs 
(LAIs). Patients also had significantly decreased mean all-cause, and
schizophrenia-related, hospitalization costs after initiating LAIs. Total direct 
per-capita costs of care (but not pharmacy costs) for patients who were
nonadherent to their oral APs within the first 90 days of their index event were 
significantly higher (vs. early adherent patients). Despite these potential
benefits, only 0.25%-13.1% of patients were treated with LAIs across all studies.
Conclusion: Privately insured US patients with schizophrenia experience a
substantial clinical and health economic burden related to comorbidities, acute
care needs, nonadherence, and polypharmacy and have relatively low use of LAIs.
Further study is warranted to understand prescribing patterns and clinical
policies related to this patient population.",N,,,,,,,,,,

Initiating/maintaining long-acting injectable antipsychotics in schizophrenia/schizoaffective or bipolar disorder - expert consensus survey part 2.,/pubmed/29922063,"Objective: The aim of this study was to provide recommendations on initiating and
maintaining long-acting injectable antipsychotics (LAIs) in individuals with
schizophrenia/schizoaffective or bipolar disorder.
Methods: A 50-question survey comprising 916 response options was completed by 34
expert researchers and high prescribers with extensive LAI experience, rating
relative appropriateness/importance on a 9-point scale. Consensus was determined 
using chi-square test of score distributions. Results of 21 questions comprising 
339 response options regarding LAI initiation, maintenance treatment, adequate
trial definition, identifying treatment nonresponse, and switching are reported.
Results: Experts agreed that the most important LAI selection factor was patient 
response/tolerability to previous antipsychotics. An adequate therapeutic LAI
trial was defined as the time to steady state ± 1-2 injection cycles. Experts
suggested that oral efficacy and tolerability should be established before
switching to an LAI, without consensus on the required time, and that the time
for oral supplementation and next injection interval should be determined by the 
time to attainment of therapeutic LAI levels. Most experts agreed that ³1
adequate LAI trial is needed to identify the lack of efficacy. There was little
agreement about strategies for switching between LAIs.
Conclusion: Expert guidance may aid clinicians in their decisions regarding
initiating/maintaining LAIs in individuals with schizophrenia/schizoaffective or 
bipolar disorder.",N,,,,,,,,,,

Identifying patients and clinical scenarios for use of long-acting injectable antipsychotics - expert consensus survey part 1.,/pubmed/29922062,"bjective: To assess expert consensus on barriers and facilitators for
long-acting injectable antipsychotic (LAI) use and provide clinical
recommendations on issues where clinical evidence is lacking, including
identifying appropriate clinical situations for LAI use.
Methods: A 50-question survey comprising 916 response options was distributed to 
42 research experts and high prescribers with extensive LAI experience.
Respondents rated options on relative appropriateness/importance using a 9-point 
scale. Consensus was determined using chi-square test of score distributions.
Mean (standard deviation) ratings were calculated. Responses to 29 questions (577
options) relating to appropriate patients and clinical scenarios for LAI use are 
reported.
Results: Recommendations aligned with research on risk factors for nonadherence
and poor outcomes for patients with schizophrenia/schizoaffective or bipolar
disorder. Findings suggested, contrary to general practice patterns, that LAI use
may be appropriate earlier in the disease course and in younger patients. Results
for bipolar disorder were similar to those for schizophrenia but with less
consensus. Numerous facilitators of LAI prescribing were considered important,
particularly that LAIs may reduce relapses and improve outcomes.
Conclusion: Findings support wider use of LAIs in patients with
schizophrenia/schizoaffective and bipolar disorders beyond the setting of poor
adherence and earlier use in the disease course.",N,,,,,,,,,,

Treatment response prediction and individualized identification of first-episode drug-naÌøve schizophrenia using brain functional connectivity.,/pubmed/29921920,"Identifying biomarkers in schizophrenia during the first episode without the
confounding effects of treatment has been challenging. Leveraging these
biomarkers to establish diagnosis and make individualized predictions of future
treatment responses to antipsychotics would be of great value, but there has been
limited progress. In this study, by using machine learning algorithms and the
functional connections of the superior temporal cortex, we successfully
identified the first-episode drug-naive (FEDN) schizophrenia patients (accuracy
78.6%) and predict their responses to antipsychotic treatment (accuracy 82.5%) at
an individual level. The functional connections (FC) were derived using the
mutual information and the correlations, between the blood-oxygen-level dependent
signals of the superior temporal cortex and other cortical regions acquired with 
the resting-state functional magnetic resonance imaging. We also found that the
mutual information and correlation FC was informative in identifying individual
FEDN schizophrenia and prediction of treatment response, respectively. The
methods and findings in this paper could provide a critical step toward
individualized identification and treatment response prediction in first-episode 
drug-naive schizophrenia, which could complement other biomarkers in the
development of precision medicine approaches for this severe mental disorder.",N,,,,,,,,,,

Clozapine-related Paroxysmal Supraventricular Tachycardia: a Case Report.,/pubmed/29921744,"Clozapine is considered to be more effective than other antipsychotic drugs for
treating treatmentresistant schizophrenia. However, side effects of clozapine
include agranulocytosis and, less commonly, cardiovascular disease, which is
occasionally fatal. We describe a 56-year-old woman who developed
clozapine-related paroxysmal supraventricular tachycardia during clozapine dose
titration and had a recurrence despite being treated with verapamil. For
treatment-resistant schizophrenia, a slow titration of the clozapine dose is
necessary, and potential cardiac side-effects should be monitored.",N,,,,,,,,,,

Dopamine D2 Receptor Supersensitivity as a Spectrum of Neurotoxicity and Status in Psychiatric Disorders.,/pubmed/29921706,"Abnormality of dopamine D2 receptor (D2R) function, often observed as D2R
supersensitivity (D2RSS), is a commonality of schizophrenia and related
psychiatric disorders in humans. Moreover, virtually all psychotherapeutic agents
for schizophrenia target D2R in brain. Permanent D2RSS as a feature of a new
animal model of schizophrenia was first reported in 1991, then behaviorally and
biochemically characterized over the next 15-20 years. In this model of
schizophrenia characterized by production of D2RSS in ontogeny, there are
demonstrated alterations of signaling processes; as well as functional links
between the biologic template of the animal model; and ability of
pharmacotherapeutics to modulate or reverse biological and behavioral modalities 
towards normality. Another such animal model, featuring knockout of Trace
Amine-Associated Receptor 1 (TAAR1), demonstrates D2RSS with an increase of the
proportion of D2R in the high affinity state. Currently, TAAR1 agonists are being
explored as a therapeutic option for schizophrenia. There is likewise an overlay 
of D2RSS with substance use disorder. The aspect of adenosine A2A-D2
heteroreceptor complexes in substance use disorder is highlighted, and the
association of A2AR antagonists in discriminative and rewarding effects of
psychostimulants is outlined. In summary, these new animal models of
schizophrenia have face validity, construct validity and predictive validity, and
with distinct advantages over earlier models. While the review summarizes
elements of D2RSS in schizophrenia per se, and its interplay with substance use
disorder, a major focus is on presumed new molecular targets attending D2RSS in
schizophrenia and related clinical entities.",N,,,,,,,,,,

"Characterization CYP1A2, CYP2C9, CYP2C19 and CYP2D6 polymorphisms using HRMA in Psychiatry patients with schizophrenia and bipolar disease for personalized medicine.",/pubmed/29921201,"BACKGROUND: The interindividual genetic variations in drug metabolizing enzymes
effects the impact and toxicity in plenty of drugs.
OBJECTIVE: The CYP1A2, CYP2C9, CYP2C19 and CYP2D6 gene polymorphisms
characterized using high resolution melting analysis (HRMA) in follow-up patients
in psychiatry clinic as a preliminary preparation for personalized medicine.
METHOD: Genotyping of CYP1A2*1F, CYP2C9 *2, *3, CYP2C19 *2, *3 and *17 and CYP2D6
*3, *4 was conducted in 101 patients using HRMA. Genotype and allele frequencies 
of the CYP variants were found to be in equilibrium with the Hardy-Weinberg
equation.
RESULTS: The frequency of the CYP1A2*1F allele in schizophrenia and bipolar
disease was 0.694 and 0.255, respectively. The CYP2C9 allele frequencies were
0.087 (CYP2C9*2), and 0.549 (CYP2C9*3) for bipolar; 0.278 (CYP2C9*2) and 0.648
(CYP2C9*3) in schizophrenias. The CYP2C19*2 and *17 allele frequencies was 0.111 
and 0.185 in schizophrenia and variant *2 was 0.117 and variant *17 was 0.255 in 
bipolar group. The frequency of the CYP2D6*3 allele was 0.027 in schizophrenias. 
The frequencies for the CYP2D6*4 variant was 0.092 and 0.096 in schizophrenia and
bipolar groups, respectively.
CONCLUSION: The knowledge in pharmacogenomics and also the developments in
molecular genetics are growing rapidly. In the future this can be expected to
provide new methodologies in the prediction of the activity in drug metabolizing 
enzymes. The HRMA is a rapid and useful technique to identify the genotypes for
drug dosage adjustment before therapy in psychiatry patients.",N,,,,,,,,,,

A Comparison of Participants in Two Community-Based Programs: Assisted Outpatient Treatment and a Mental Health Court.,/pubmed/29921190,"OBJECTIVE: Mental health courts and assisted outpatient treatment (AOT) are tools
to help people with serious mental illness engage in treatment and avoid or
reduce institutionalization. As both programs become increasingly prevalent,
questions remain about whether people with severe mental illness who receive AOT 
have the same characteristics, histories, and service needs as those who
participate in mental health courts. If there are differences, each program may
require assessments and interventions tailored to the specific characteristics
and needs of participants.
METHODS: This study examined administrative criminal justice and mental health
services data for 261 people with serious mental illness who participated in AOT,
a mental health court, or both over seven years.
RESULTS: Three percent of the sample participated in both programs. Compared with
participants in mental health court, participants in AOT were older, less likely 
to have an alcohol use disorder, and more likely to have a schizophrenia spectrum
disorder than a bipolar disorder. The participants' histories of crisis mental
health service utilization, hospitalization, and incarceration prior to program
entry varied significantly by program.
CONCLUSIONS: The findings suggest that there are differences among individuals
with serious mental illness who are served by AOT and mental health court
programs. AOT participants had greater engagement with mental health services,
and a significant portion of AOT participants also had a prior criminal history
that placed them at risk of future justice involvement. Program administrators
need to recognize and address the clinical and criminogenic needs that place
individuals at risk of becoming hospitalized and incarcerated.",N,,,,,,,,,,

Salivary Inflammatory Markers in Trichotillomania: A Pilot Study.,/pubmed/29920483,"BACKGROUND: Immune dysregulation has been hypothesized to be important in the
development and pathophysiology of compulsive disorders such as obsessive
compulsive disorder (OCD), which has a high comorbid overlap with
trichotillomania (both are OC-related disorders). The role of inflammation in the
pathophysiology of trichotillomania has garnered little research to date.
METHODS: Individuals with trichotillomania provided saliva sample for analysis of
inflammatory cytokines. Additionally, these participants were examined on a
variety of demographic variables (including body mass index [BMI], previously
found to relate to inflammation) along with clinical measures (symptom severity, 
functioning, and comorbidity).
RESULTS: Thirty-one participants, mean age of 24.7 (±10.2) years, 27 (87.1%)
females were -included. The mean score on the Massachusetts GeneralÊHospital Hair
Pulling Scale was 15.7 (±4.2), reflective of moderate symptom severity. Compared 
to normative data, theÊmean inflammatory marker levels in the
trichotillomaniaÊsampleÊhad the following Z scores: interleukin-1_ (IL-1_) ZÊ=
-0.26, IL-6 ZÊ= -0.39, IL-8 ZÊ= -0.32, and tumor necrosis factor-_ Z =Ê-0.83.
Levels of inflammatory markers did not correlate significantly with BMI,
depressive mood, symptom severity, or disability.
CONCLUSIONS: The relatively low level of inflammatory saliva cytokines observed
in the current study (negative z scores versus normative data with medium effect 
sizes) indicates that evaluation of blood inflammatory levels in trichotillomania
versus matched controls would be valuable in future work. If a hypoinflammatory
state is confirmed -using blood samples, this would differentiate
trichotillomania from other mental disorders (such as OCD, schizophrenia, and
depression), which have typically been linked with high inflammatory measures in 
the literature, at least in some cases.",N,,,,,,,,,,

Predictors and Moderators of Antipsychotic-Related Weight Gain in the Treatment of Early-Onset Schizophrenia Spectrum Disorders Study.,/pubmed/29920116,"BACKGROUND: Antipsychotic-related weight gain is a common clinically relevant
side effect when treating psychotic disorders in pediatric populations, yet few
predictors and no moderators of antipsychotic-related weight gain are known.
METHODS: The Treatment of Early-Onset Schizophrenia Spectrum Disorders (TEOSS)
study randomized 119 youths (age 8-19 years) with schizophrenia or
schizoaffective disorder to 8 weeks of antipsychotic treatment with molindone,
risperidone, or olanzapine and assessed treatment response and side effects. In
this secondary analysis, we used multivariable linear regression and receiver
operating characteristic analysis to investigate predictors and moderators of
weight change and percent weight change from baseline to week 8.
RESULTS: Treatment assignment was the most discriminant predictor of weight
change [F(2, 66)_=_17.00, p_<_0.001] and percent weight change [F(2, 66)_=_16.85,
p_<_0.001]. Mean weight gain was 0.74 (standard deviation ±3.51) kg for
molindone, 4.13_±_3.79_kg for risperidone, and 7.29_±_3.44_kg for olanzapine.
After adjusting for treatment assignment, lower pretreatment hemoglobin A1C
(HgbA1C) predicted more weight gain [F(1, 55)_=_4.71, p_=_0.03]. Diagnosis
(schizoaffective vs. schizophrenia) moderated weight change [F(2, 63)_=_6.02,
p_=_0.004] and percent weight change [F(2, 63)_=_5.26, p_=_0.008] such that
schizoaffective diagnosis predicted larger weight gain for youths in the
risperidone treatment arm. Age, sex, family income, baseline weight, and symptoms
neither predicted nor moderated weight change or percent weight change.
CONCLUSION: We identified prognostic subgroups and novel risk factors for
antipsychotic-related weight gain. We confirmed that antipsychotic choice is
extremely important for predicting future weight gain. We also found that younger
age did not predict greater weight gain, in contrast to prior studies. Our
findings require replication in an independent sample because we did not adjust
for multiple comparisons to minimize false negatives. ClinicalTrials.gov
Identifier: NCT00053703.",RCT,,,,Molindone,Risperidone,Olanzapine,,Early onset schizophrenia spectrum disorders,Antipsychotic related weight gain,

Association between cortical GABA and Loudness Dependence of Auditory Evoked Potentials (LDAEP) in humans.,/pubmed/29917080,"Loudness dependence of auditory evoked potentials (LDAEP) is a widely used
electroencephalography (EEG) based biomarker for central serotonergic activity.
Serotonin has been shown to be associated with different psychiatric disorders
such as depression and schizophrenia. Despite its clinical significance, the
underlying neurochemical mechanism of this promising marker is not fully
understood and further research is needed to improve its validity. Other
neurotransmitters might have a significant impact on this measure. Thus, we
assessed the inhibitory action through individual GABA/H20 concentrations and
GABA/Glutamate ratios by means of MRS at 3T in healthy subjects. The measurements
were assessed in the primary auditory cortex in order to investigate the
association with the LDAEP, whose generators are mainly in the primary auditory
cortex. For the first time, this study examines the link between GABAergic
neurotransmission and LDAEP, and the data preliminary show that GABA may not
contribute to the generation of EEG-based LDAEP.",N,,,,,,,,,,

Associations between P3a and P3b amplitudes and cognition in antipsychotic-naÌøve first-episode schizophrenia patients.,/pubmed/29914589,"BACKGROUND: Cognitive deficits are already present in early stages of
schizophrenia. P3a and P3b event-related potentials (ERPs) are believed to
underlie the processes of attention and working memory (WM), yet limited research
has been performed on the associations between these parameters. Therefore, we
explored possible associations between P3a/b amplitudes and cognition in a large 
cohort of antipsychotic-na•ve, first-episode schizophrenia (AN-FES) patients and 
healthy controls (HC).
METHODS: Seventy-three AN-FES patients and 93 age- and gender-matched HC were
assessed for their P3a/b amplitude with an auditory oddball paradigm. In
addition, subjects performed several subtests from the Cambridge
Neuropsychological Test Automated Battery (CANTAB).
RESULTS: AN-FES patients had significantly reduced P3a/b amplitudes, as well as
significantly lower scores on all cognitive tests compared with HC. Total group
correlations revealed positive associations between P3b amplitude and WM and
sustained attention and negative associations with all reaction time measures.
These associations appeared mainly driven by AN-FES patients, where we found a
similar pattern. No significant associations were found between P3b amplitude and
cognitive measures in our HC. P3a amplitude did not correlate significantly with 
any cognitive measures in either group, nor when combined.
CONCLUSIONS: Our results provide further evidence for P3a/b amplitude deficits
and cognitive deficits in AN-FES patients, which are neither due to
antipsychotics nor to disease progress. Furthermore, our data showed significant,
yet weak associations between P3b and cognition. Therefore, our data do not
supply evidence for deficient P3a/b amplitudes as direct underlying factors for
cognitive deficits in schizophrenia.",N,,,,,,,,,,

"Olfactory impairment in first-episode schizophrenia: a case-control study, and sex dimorphism in the relationship between olfactory impairment and psychotic symptoms.",/pubmed/29914416,"BACKGROUND: A body of studies has focused on the olfactory impairment among
people with schizophrenia. The effect of sex on this relationship has attracted
the attention of researchers. These issues have not been studied much in Chinese 
schizophrenia patients.
METHODS: We conducted a case-control study of 110 first-episode antipsychotic
medicine na•ve schizophrenia patients aged 18-35Êyears and 110 controls, matched 
by age and sex. Odour threshold, discrimination and identification were assessed 
by the ""Sniffin' Sticks"" test. Psychotic symptoms were assessed by the Positive
and Negative Syndrome Scale (PANSS).
RESULTS: The odour threshold, discrimination and identification scores of
patients with schizophrenia were significantly lower than those of the healthy
control group. The difference in identification score had statistical
significance between male and female patients with schizophrenia (t_=_-_2.45,
P_<_0.05). Controlling for confounding factor, in male schizophrenia
participants, the negative subscale score was significantly and inversely
correlated with the discrimination (__=_-_0.37, p_<_0.008), identification
(__=_-_0.45, p_<_0.008) and TDI (__=_-_0.50, p_<_0.008) scores; the general
psychopathology subscale score was inversely and significantly correlated with
the identification (__=_-_0.47, p_<_0.008) and TDI (__=_-_0.41, p_<_0.008)
scores. For female schizophrenia patients, positive and general psychopathology
subscale scores had a significant inverse correlation with the identification
score (positive: __=_-_0.47, p_<_0.008; general psychopathology: __=_-_0.42,
p_<_0.008).
CONCLUSIONS: Controlling for confounder, negative symptoms were related to
impaired odour discrimination and identification in male schizophrenia patients, 
while positive symptoms were correlated with impaired odour identification in
female schizophrenia patients. This sex dimorphism could provide useful
information for future studies aiming to finding biomarkers of schizophrenia.",N,,,,,,,,,,

Latent Schizencephaly With Psychotic Phenotype or Schizophrenia With Schizencephaly? A Case Report and Review of the Literature.,/pubmed/29914267,"OBJECTIVES: Although schizencephaly belongs to the class of neurodevelopmental
disorders, which are a well-known predisposing factor for psychosis, there is a
lack of relevant studies and diagnostic guidelines on this relationship.
METHOD: A case report of first-episode psychosis with persistent negative
symptoms associated with schizencephaly is described and compared with 7 other
cases found in the literature.
RESULTS: We found perinatal pathology, cognitive deficit, and EEG abnormality in 
a patient with atypical initial symptoms of psychosis such as olfactory
hallucinations. Abnormal EEG findings (left frontal spikes and frontal
intermittent rhythmic delta activity) called for magnetic resonance imaging,
which revealed left parieto-occipital closed-lip schizencephaly. The patient
exhibited a partial response to low-dose amisulpride treatment.
CONCLUSION: We conclude that schizencephaly in our patient was at first
asymptomatic and later developed into clinically manifest schizophrenia-like
disorder. Both magnetic resonance imaging and EEG were essential tools for
establishing this diagnosis.",N,,,,,,,,,,

Associations among domains of self-disturbance in schizophrenia.,/pubmed/29913377,"Self-disturbances are increasingly recognized as important, possibly even
central, features of schizophrenia. However, little is known about the
associations among different manifestations of self-disturbances. The aims of the
current study were threefold. We aimed to (1) replicate previous findings of
increased self-disturbances in schizophrenia, (2) correlate manifestations of
self-disturbances in schizophrenia across three domains, and (3) correlate
self-disturbances with five symptoms domains of schizophrenia, including
positive, negative, disorganized symptoms, excitement, and emotional distress. We
examined three domains of self-experience, including somatosensation, anomalous
self-experiences, and self-concept clarity. Participants included 48 individuals 
with schizophrenia and 36 non-psychiatric controls. The results of this study
replicate previous findings of significantly higher levels of self-disturbances
in people with schizophrenia. The results also indicate positive correlations
between the domains of anomalous self-experiences and self-concept clarity, but
not somatosensation, in individuals with schizophrenia. As well, anomalous
self-experiences were positively correlated with positive symptoms, disorganized 
symptoms, and emotional distress and self-concept clarity was negatively
correlated with disorganized symptoms and emotional distress.",N,,,,,,,,,,

Neurochemical changes underlying schizophrenia-related behavior in a modified forced swim test in mice.,/pubmed/29913190,"The modified forced swim test (MFST) has excellent predictive validity for
investigating the antipsychotic activity of drugs, with particular emphasis on
their activity toward negative symptoms of schizophrenia. However, its face and
construct validity are less understood. Therefore, in the present study, some
biochemical changes within GABAergic and serotonergic neurotransmission that
could be related to observed MK-801-induced disturbances and the activity of
compounds active at those neurotransmitters were investigated. In biochemical
experiments, mice were treated acutely or chronically with MK-801 (13_days,
0.4_mg/kg). Their brains were dissected and frontal cortices and hippocampi were 
taken for further analysis. The levels of neurotransmitters were investigated
with HPLC, and the expression of surrogate markers of schizophrenia (5-HT1A
receptors, GAD65, and GAD67, at both protein and mRNA levels) was measured via
western blotting and qRT-PCR. The modified forced swim test and locomotor
activity were used to assess the activity of GABAB and 5-HT1A-related compounds. 
Repeated MK-801 treatment (13_days, 0.4_mg/kg dose) led to decreases in the
DOPAC/DA, 3MT/DA and HVA/DA metabolic ratios. Increased 5-HT1A protein expression
and decreased GAD65 and GAD67 protein expression was observed in both the cortex 
and hippocampus. mRNA levels for all proteins were decreased. The increased
